Day,Archibald the Wise,Archiwise the Bald,Averill,Azeru,Boltholopew,Burova,Cayn,Danny Nova,Dankon Ground,Gnarck,Gouberi,Lomerius Xardus,Moon Finder,Nettie Silver,Penta Vasi,Ricewined,Tehami Darke,Yungreen,Zancro,Zeledin Zura
1614,N/A,7,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,5,6,9,N/A,N/A,6,N/A,N/A,4
1615,N/A,7,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,6,N/A,6,N/A,N/A,6,N/A,N/A,4
1616,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,N/A,11,N/A,N/A,8,N/A,N/A,4
1617,N/A,7,N/A,6,5,N/A,N/A,9,N/A,N/A,N/A,6,7,3,N/A,N/A,6,N/A,N/A,4
1618,N/A,N/A,N/A,N/A,8,N/A,7,N/A,N/A,N/A,N/A,6,9,7,N/A,N/A,6,N/A,N/A,4
1619,N/A,N/A,5,8,9,N/A,N/A,N/A,N/A,N/A,N/A,6,2,8,N/A,N/A,6,N/A,N/A,4
1620,N/A,5,N/A,9,N/A,N/A,N/A,N/A,2,N/A,N/A,6,11,6,N/A,6,6,N/A,7,4
1621,N/A,7,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,6,7,10,N/A,N/A,6,N/A,N/A,4
1622,N/A,7,N/A,11,N/A,N/A,N/A,N/A,4,N/A,N/A,6,N/A,8,N/A,N/A,6,N/A,7,4
1623,N/A,7,N/A,12,N/A,N/A,N/A,6,N/A,N/A,N/A,7,10,6,N/A,6,11,N/A,N/A,4
1624,N/A,5,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,5,10,12,N/A,8,9,N/A,N/A,4
1625,N/A,7,4,N/A,11,N/A,2,7,N/A,N/A,N/A,5,N/A,9,N/A,3,8,N/A,N/A,4
1626,N/A,N/A,N/A,N/A,7,N/A,3,N/A,N/A,11,N/A,8,6,9,N/A,4,4,N/A,N/A,4
1627,N/A,N/A,N/A,4,10,N/A,N/A,N/A,N/A,11,N/A,5,4,8,N/A,7,6,N/A,N/A,4
1628,N/A,5,N/A,5,N/A,N/A,N/A,N/A,4,10,N/A,7,9,10,N/A,10,8,N/A,N/A,4
1629,N/A,7,N/A,6,N/A,N/A,N/A,N/A,N/A,11,N/A,6,11,8,N/A,8,6,N/A,N/A,4
1630,N/A,7,N/A,7,N/A,N/A,N/A,N/A,N/A,11,N/A,6,6,12,N/A,10,9,N/A,N/A,4
1631,4,5,N/A,8,N/A,N/A,N/A,N/A,N/A,9,N/A,6,9,12,N/A,6,6,N/A,1,4
1632,4,7,N/A,N/A,N/A,N/A,9,N/A,N/A,11,N/A,4,2,11,N/A,N/A,6,N/A,3,4
1633,3,5,N/A,10,7,N/A,N/A,N/A,N/A,10,N/A,5,10,11,N/A,10,7,N/A,N/A,4
1634,4,N/A,N/A,11,11,N/A,N/A,N/A,5,11,N/A,6,N/A,10,N/A,11,6,N/A,N/A,4
1635,3,N/A,1,12,11,N/A,N/A,2,5,10,N/A,5,N/A,2,N/A,10,6,N/A,7,4
1636,3,5,N/A,1,N/A,N/A,N/A,N/A,N/A,10,N/A,6,10,10,N/A,10,6,N/A,N/A,4
1637,4,5,N/A,2,N/A,N/A,N/A,N/A,N/A,10,N/A,6,10,10,N/A,10,10,N/A,N/A,4
1638,6,5,N/A,3,N/A,N/A,N/A,N/A,N/A,10,N/A,7,N/A,8,N/A,10,6,N/A,N/A,4
1639,3,7,N/A,4,N/A,N/A,N/A,N/A,N/A,10,N/A,5,10,10,N/A,10,6,N/A,10,4
1640,3,7,N/A,N/A,N/A,N/A,5,N/A,N/A,10,N/A,6,10,5,N/A,10,6,N/A,7,4
1641,3,5,6,6,5,N/A,N/A,N/A,N/A,10,N/A,5,10,9,N/A,10,10,N/A,5,4
1642,3,N/A,N/A,N/A,9,N/A,7,N/A,N/A,10,N/A,6,10,12,N/A,10,10,N/A,N/A,4
1643,5,N/A,N/A,8,9,N/A,N/A,N/A,N/A,9,N/A,5,N/A,8,N/A,9,11,N/A,N/A,4
1644,2,5,N/A,N/A,N/A,N/A,9,6,N/A,9,N/A,5,9,8,N/A,9,6,N/A,N/A,4
1645,3,7,N/A,10,N/A,N/A,N/A,N/A,N/A,11,N/A,6,11,9,N/A,11,6,N/A,N/A,4
1646,3,7,N/A,11,N/A,N/A,N/A,2,N/A,10,N/A,6,10,7,N/A,10,6,N/A,N/A,4
1647,3,7,N/A,12,N/A,N/A,N/A,N/A,N/A,10,N/A,6,10,5,N/A,10,6,N/A,2,4
1648,2,5,N/A,1,N/A,N/A,N/A,3,N/A,11,N/A,6,11,10,N/A,11,6,N/A,10,4
1649,5,5,N/A,2,11,N/A,N/A,8,N/A,10,N/A,6,10,11,N/A,10,6,N/A,12,4
1650,3,N/A,N/A,N/A,7,N/A,3,6,N/A,11,N/A,6,11,9,N/A,11,11,N/A,2,4
1651,7,N/A,N/A,4,11,N/A,N/A,1,7,9,N/A,N/A,9,10,N/A,9,8,N/A,N/A,4
1652,4,7,N/A,5,N/A,N/A,N/A,N/A,N/A,9,N/A,6,9,11,N/A,9,10,N/A,N/A,4
1653,1,7,N/A,N/A,N/A,N/A,6,8,N/A,10,N/A,6,10,7,N/A,10,6,N/A,10,4
1654,3,5,N/A,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,N/A,12,N/A,6,6,N/A,N/A,4
1655,3,5,N/A,8,N/A,N/A,N/A,1,N/A,N/A,N/A,6,5,2,N/A,9,6,N/A,N/A,4
1656,3,5,N/A,9,N/A,N/A,N/A,5,N/A,N/A,N/A,6,N/A,11,N/A,6,6,N/A,N/A,4
1657,3,7,N/A,N/A,6,N/A,10,N/A,N/A,N/A,N/A,8,N/A,2,N/A,5,6,N/A,2,4
1658,3,N/A,N/A,N/A,8,N/A,11,1,N/A,N/A,N/A,N/A,1,2,N/A,N/A,6,N/A,N/A,4
1659,3,N/A,N/A,N/A,8,N/A,12,N/A,N/A,N/A,N/A,6,N/A,11,N/A,N/A,6,N/A,N/A,4
1660,3,5,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,4,11,N/A,N/A,6,N/A,10,4
1661,4,5,4,N/A,N/A,N/A,2,1,N/A,N/A,N/A,6,10,6,N/A,N/A,6,N/A,N/A,4
1662,5,7,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,7,3,9,N/A,N/A,6,N/A,N/A,4
1663,3,5,N/A,N/A,N/A,N/A,4,2,N/A,N/A,N/A,6,9,12,N/A,N/A,6,N/A,N/A,4
1664,3,5,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,7,8,N/A,N/A,6,N/A,N/A,4
1665,2,7,N/A,6,8,N/A,N/A,N/A,N/A,N/A,N/A,6,N/A,9,N/A,6,6,N/A,N/A,4
1666,3,N/A,N/A,7,11,N/A,N/A,8,4,N/A,N/A,N/A,N/A,7,N/A,6,6,N/A,N/A,4
1667,3,N/A,N/A,8,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,N/A,9,6,N/A,7,4
1668,5,7,7,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,1,7,N/A,7,5,N/A,N/A,4
1669,3,7,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,11,6,N/A,6,6,N/A,N/A,4
1670,6,5,N/A,11,N/A,N/A,N/A,2,N/A,N/A,N/A,6,10,12,N/A,6,6,N/A,N/A,4
1671,4,5,N/A,12,N/A,N/A,N/A,N/A,5,N/A,N/A,5,7,9,N/A,6,6,N/A,N/A,4
1672,6,7,N/A,N/A,N/A,N/A,1,5,N/A,N/A,N/A,5,11,7,N/A,6,6,N/A,N/A,4
1673,1,7,N/A,2,9,N/A,N/A,N/A,N/A,N/A,N/A,6,9,10,N/A,6,6,N/A,N/A,4
1674,6,N/A,N/A,3,11,N/A,N/A,3,N/A,N/A,N/A,6,11,10,N/A,6,10,N/A,6,4
1675,3,N/A,6,N/A,8,N/A,4,N/A,N/A,N/A,N/A,7,10,11,N/A,10,6,N/A,N/A,4
1676,4,5,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,6,1,12,N/A,6,11,N/A,N/A,4
1677,7,7,N/A,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,10,N/A,6,6,N/A,N/A,4
1678,5,5,N/A,7,N/A,N/A,N/A,N/A,4,N/A,N/A,6,11,9,N/A,6,6,N/A,N/A,4
1679,3,5,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A,6,8,11,N/A,N/A,6,N/A,N/A,4
1680,3,5,N/A,N/A,N/A,N/A,9,7,N/A,N/A,N/A,6,10,9,N/A,N/A,11,N/A,N/A,4
1681,3,5,N/A,10,8,N/A,N/A,N/A,1,N/A,N/A,6,N/A,7,N/A,N/A,6,N/A,N/A,4
1682,3,N/A,N/A,11,10,N/A,N/A,N/A,N/A,N/A,N/A,6,11,9,N/A,6,8,N/A,N/A,4
1683,3,N/A,N/A,12,7,N/A,N/A,N/A,N/A,N/A,N/A,6,11,4,N/A,N/A,6,N/A,N/A,4
1684,3,7,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,6,N/A,11,N/A,N/A,6,N/A,N/A,4
1685,5,5,6,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,9,10,N/A,N/A,6,N/A,N/A,4
1686,3,5,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,11,12,N/A,6,6,N/A,N/A,4
1687,3,5,N/A,4,N/A,N/A,N/A,3,N/A,N/A,N/A,6,8,12,N/A,6,6,N/A,N/A,4
1688,4,7,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,1,12,N/A,6,6,N/A,12,4
1689,3,5,N/A,6,7,N/A,N/A,3,N/A,N/A,N/A,6,8,10,N/A,11,11,N/A,N/A,4
1690,6,N/A,N/A,N/A,11,N/A,7,N/A,N/A,N/A,N/A,5,N/A,10,N/A,8,10,N/A,N/A,4
1691,3,N/A,N/A,8,10,N/A,N/A,N/A,N/A,N/A,N/A,7,4,10,N/A,7,9,N/A,N/A,4
1692,3,5,N/A,9,N/A,N/A,N/A,4,N/A,N/A,N/A,6,N/A,11,N/A,8,6,N/A,N/A,4
1693,5,7,N/A,N/A,N/A,N/A,10,8,N/A,N/A,N/A,4,8,12,N/A,6,6,N/A,N/A,4
1694,3,7,N/A,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,10,4,N/A,8,6,N/A,N/A,4
1695,3,7,N/A,N/A,N/A,N/A,12,5,3,N/A,N/A,6,9,11,N/A,6,6,N/A,N/A,4
1696,3,5,3,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,6,9,2,N/A,4,6,N/A,1,4
1697,3,7,N/A,2,5,N/A,N/A,2,N/A,N/A,N/A,5,1,9,N/A,6,6,N/A,N/A,4
1698,6,N/A,N/A,3,9,N/A,N/A,7,N/A,N/A,N/A,5,8,3,N/A,6,7,N/A,N/A,4
1699,3,N/A,N/A,N/A,10,N/A,4,4,N/A,N/A,N/A,7,2,10,N/A,N/A,7,N/A,N/A,4
1700,5,5,N/A,5,N/A,N/A,N/A,3,N/A,N/A,N/A,4,7,4,N/A,6,6,N/A,N/A,4
1701,3,5,N/A,6,N/A,N/A,N/A,5,N/A,N/A,N/A,6,2,11,N/A,7,10,N/A,N/A,4
1702,5,5,N/A,N/A,N/A,N/A,7,8,N/A,N/A,N/A,8,5,12,N/A,10,9,N/A,11,4
1703,3,7,N/A,N/A,N/A,N/A,8,N/A,5,N/A,N/A,5,N/A,11,N/A,6,5,N/A,N/A,4
1704,3,5,N/A,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,2,3,N/A,6,6,N/A,N/A,4
1705,2,5,N/A,10,9,N/A,N/A,N/A,6,N/A,N/A,7,2,5,N/A,8,10,N/A,11,4
1706,3,N/A,6,N/A,10,N/A,11,5,N/A,N/A,N/A,5,3,6,N/A,4,10,N/A,N/A,4
1707,2,N/A,N/A,N/A,7,N/A,12,N/A,N/A,N/A,N/A,6,3,12,N/A,6,6,N/A,N/A,4
1708,1,5,N/A,1,N/A,N/A,N/A,2,N/A,N/A,N/A,5,8,2,N/A,3,6,N/A,N/A,4
1709,3,5,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,6,6,12,N/A,8,8,N/A,N/A,4
1710,3,7,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,5,10,9,N/A,6,6,N/A,N/A,4
1711,3,5,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,6,2,5,N/A,4,6,N/A,8,4
1712,4,7,6,N/A,N/A,N/A,5,1,N/A,N/A,N/A,6,6,10,N/A,4,6,N/A,N/A,4
1713,3,5,N/A,6,6,N/A,N/A,N/A,N/A,N/A,N/A,6,5,5,N/A,N/A,8,N/A,4,4
1714,3,N/A,N/A,N/A,9,N/A,7,N/A,N/A,N/A,N/A,4,4,9,N/A,6,6,N/A,N/A,4
1715,3,N/A,N/A,N/A,11,N/A,8,N/A,N/A,N/A,N/A,5,N/A,5,N/A,N/A,6,N/A,1,4
1716,6,7,N/A,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,4,11,N/A,N/A,6,N/A,2,4
1717,3,7,N/A,N/A,N/A,N/A,10,N/A,5,N/A,N/A,6,11,12,N/A,N/A,6,N/A,N/A,4
1718,2,7,N/A,11,N/A,N/A,N/A,4,7,N/A,N/A,6,11,11,N/A,N/A,11,N/A,N/A,4
1719,4,5,8,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,8,8,N/A,N/A,8,N/A,N/A,4
1720,3,7,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,8,N/A,N/A,6,N/A,N/A,4
1721,3,7,N/A,2,8,N/A,N/A,8,N/A,N/A,N/A,6,7,10,N/A,N/A,6,N/A,N/A,4
1722,4,N/A,N/A,3,11,N/A,N/A,N/A,8,N/A,N/A,N/A,9,9,N/A,N/A,6,N/A,7,4
1723,3,N/A,N/A,4,10,N/A,N/A,1,5,N/A,N/A,5,10,4,N/A,N/A,6,N/A,N/A,4
1724,3,7,N/A,5,N/A,N/A,N/A,11,N/A,N/A,N/A,6,9,7,N/A,N/A,6,N/A,N/A,4
1725,3,7,N/A,N/A,N/A,N/A,6,6,N/A,N/A,N/A,6,10,6,N/A,N/A,6,N/A,N/A,4
1726,3,5,N/A,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,10,12,N/A,N/A,6,N/A,1,4
1727,3,5,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A,5,11,4,N/A,6,6,N/A,N/A,4
1728,3,5,6,9,N/A,N/A,N/A,N/A,8,N/A,N/A,5,10,9,N/A,N/A,6,N/A,N/A,4
1729,2,5,N/A,10,10,N/A,N/A,N/A,N/A,N/A,N/A,6,11,11,N/A,N/A,3,N/A,N/A,4
1730,4,N/A,N/A,11,10,N/A,N/A,8,N/A,N/A,N/A,5,4,3,N/A,N/A,11,N/A,N/A,4
1731,1,N/A,N/A,N/A,11,N/A,12,N/A,5,N/A,N/A,7,N/A,11,N/A,N/A,9,N/A,2,4
1732,3,5,N/A,1,N/A,N/A,N/A,5,N/A,N/A,N/A,7,8,9,N/A,N/A,6,N/A,N/A,4
1733,6,5,N/A,2,N/A,N/A,N/A,2,N/A,N/A,N/A,6,5,11,N/A,N/A,6,N/A,N/A,4
1734,3,7,N/A,3,N/A,N/A,N/A,N/A,7,N/A,N/A,7,N/A,4,N/A,N/A,9,N/A,8,4
1735,3,5,N/A,4,N/A,N/A,N/A,7,N/A,N/A,N/A,6,2,9,N/A,N/A,6,N/A,N/A,4
1736,3,5,5,5,N/A,N/A,N/A,N/A,5,N/A,N/A,6,4,8,N/A,N/A,6,N/A,N/A,4
1737,6,7,N/A,N/A,8,N/A,6,N/A,N/A,N/A,N/A,6,2,10,N/A,6,6,N/A,N/A,4
1738,2,N/A,N/A,7,6,N/A,N/A,4,5,N/A,N/A,6,2,8,N/A,9,6,N/A,N/A,4
1739,3,N/A,N/A,8,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,12,N/A,6,6,N/A,N/A,4
1740,3,5,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A,6,7,10,N/A,11,10,N/A,11,4
1741,3,5,N/A,N/A,N/A,N/A,10,2,N/A,N/A,N/A,6,1,3,N/A,N/A,6,N/A,N/A,4
1742,3,7,N/A,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,8,4,N/A,N/A,10,N/A,N/A,4
1743,1,5,N/A,N/A,N/A,N/A,12,N/A,5,N/A,N/A,5,1,8,N/A,N/A,6,N/A,N/A,4
1744,3,7,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,7,12,N/A,N/A,9,N/A,N/A,4
1745,2,7,N/A,2,11,N/A,N/A,N/A,N/A,N/A,N/A,5,10,12,N/A,6,11,N/A,N/A,4
1746,6,N/A,N/A,N/A,8,N/A,3,N/A,N/A,N/A,N/A,6,11,11,N/A,9,6,N/A,2,4
1747,4,N/A,N/A,4,11,N/A,N/A,5,N/A,N/A,N/A,6,10,11,N/A,N/A,6,N/A,10,4
1748,3,5,N/A,5,N/A,N/A,N/A,2,N/A,N/A,N/A,4,N/A,9,N/A,N/A,6,N/A,N/A,4
1749,3,7,3,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,4,12,N/A,N/A,6,N/A,N/A,4
1750,3,5,N/A,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,9,11,N/A,N/A,6,N/A,N/A,4
1751,3,7,N/A,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,1,11,N/A,N/A,6,N/A,N/A,4
1752,3,5,N/A,N/A,N/A,N/A,9,N/A,8,N/A,N/A,6,10,4,N/A,N/A,6,N/A,1,4
1753,3,5,N/A,N/A,8,N/A,10,N/A,N/A,N/A,N/A,4,4,9,N/A,N/A,6,N/A,N/A,4
1754,3,N/A,N/A,11,9,N/A,N/A,7,3,N/A,N/A,4,11,7,N/A,N/A,6,N/A,N/A,4
1755,3,N/A,6,12,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,3,N/A,N/A,6,N/A,1,4
1756,N/A,7,N/A,N/A,N/A,N/A,1,3,N/A,N/A,N/A,6,1,12,N/A,N/A,10,N/A,N/A,4
1757,N/A,5,N/A,2,N/A,N/A,N/A,3,N/A,N/A,N/A,7,N/A,4,N/A,6,6,N/A,N/A,4
1758,N/A,7,N/A,3,N/A,N/A,N/A,9,N/A,N/A,N/A,7,8,2,N/A,6,8,N/A,N/A,4
1759,N/A,7,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,6,N/A,12,N/A,6,6,N/A,12,4
1760,N/A,7,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,10,12,N/A,5,6,N/A,N/A,4
1761,N/A,5,N/A,N/A,10,N/A,6,N/A,N/A,N/A,N/A,6,N/A,8,N/A,N/A,8,N/A,N/A,4
1762,N/A,N/A,N/A,N/A,10,N/A,7,N/A,N/A,N/A,N/A,6,10,12,N/A,N/A,11,N/A,N/A,4
1763,N/A,N/A,7,8,8,N/A,N/A,3,N/A,N/A,N/A,N/A,5,9,N/A,N/A,10,N/A,5,4
1764,N/A,5,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A,6,3,12,N/A,N/A,6,N/A,N/A,4
1765,N/A,7,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,5,10,8,N/A,6,6,N/A,N/A,4
1766,N/A,5,N/A,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,2,8,N/A,6,6,N/A,1,4
1767,N/A,5,N/A,N/A,N/A,N/A,12,5,2,N/A,N/A,5,N/A,9,N/A,N/A,6,N/A,N/A,4
1768,N/A,5,N/A,1,N/A,N/A,N/A,N/A,1,N/A,N/A,6,4,8,N/A,N/A,7,N/A,N/A,4
1769,N/A,7,N/A,2,10,N/A,N/A,N/A,N/A,N/A,N/A,5,11,2,N/A,N/A,6,N/A,N/A,4
1770,N/A,N/A,N/A,3,10,N/A,N/A,5,N/A,N/A,N/A,N/A,3,6,N/A,N/A,6,N/A,N/A,4
1771,N/A,N/A,6,4,11,N/A,N/A,N/A,N/A,N/A,N/A,8,4,4,N/A,N/A,6,N/A,N/A,4
1772,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,11,4,N/A,N/A,6,N/A,N/A,4
1773,N/A,5,N/A,6,N/A,N/A,N/A,9,N/A,N/A,N/A,6,9,10,N/A,N/A,8,N/A,3,4
1774,N/A,7,N/A,N/A,N/A,N/A,7,N/A,N/A,N/A,N/A,7,N/A,3,N/A,N/A,6,N/A,N/A,4
1775,N/A,7,N/A,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,N/A,9,N/A,N/A,6,N/A,N/A,4
1776,N/A,7,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A,6,4,11,N/A,N/A,6,N/A,5,4
1777,N/A,5,N/A,N/A,11,N/A,10,N/A,N/A,N/A,N/A,5,10,3,N/A,N/A,6,N/A,N/A,4
1778,N/A,N/A,6,N/A,7,N/A,11,N/A,N/A,N/A,N/A,6,7,4,N/A,N/A,10,N/A,N/A,4
1779,N/A,N/A,N/A,N/A,10,N/A,12,N/A,7,N/A,N/A,5,9,10,N/A,N/A,6,N/A,N/A,4
1780,N/A,5,N/A,1,N/A,N/A,N/A,2,N/A,N/A,N/A,6,6,8,N/A,6,6,N/A,N/A,4
1781,N/A,5,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,4,12,N/A,5,6,N/A,N/A,4
1782,N/A,7,N/A,3,N/A,N/A,N/A,8,N/A,N/A,N/A,6,9,12,N/A,6,6,N/A,N/A,4
1783,N/A,5,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,6,N/A,12,N/A,5,6,N/A,N/A,4
1784,N/A,7,N/A,5,N/A,N/A,N/A,4,N/A,N/A,N/A,6,10,10,N/A,8,6,N/A,N/A,4
1785,N/A,7,10,N/A,11,N/A,6,N/A,N/A,N/A,N/A,6,1,12,N/A,9,11,N/A,8,4
1786,N/A,N/A,N/A,7,8,N/A,N/A,6,N/A,N/A,N/A,7,9,4,N/A,6,6,N/A,N/A,4
1787,N/A,N/A,N/A,8,4,N/A,N/A,N/A,N/A,N/A,N/A,6,1,6,N/A,6,6,N/A,N/A,4
1788,N/A,5,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A,7,11,10,N/A,N/A,6,N/A,N/A,4
1789,N/A,7,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,6,2,12,N/A,N/A,6,N/A,N/A,4
1790,N/A,7,N/A,N/A,N/A,N/A,11,N/A,N/A,N/A,N/A,6,2,3,N/A,N/A,6,N/A,6,4
1791,N/A,7,N/A,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,10,8,N/A,N/A,6,N/A,N/A,4
1792,N/A,5,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,3,12,N/A,N/A,6,N/A,N/A,4
1793,N/A,5,N/A,N/A,7,N/A,2,N/A,N/A,N/A,N/A,7,N/A,8,N/A,N/A,6,N/A,N/A,4
1794,N/A,N/A,4,N/A,10,N/A,3,N/A,N/A,N/A,N/A,5,10,11,N/A,N/A,6,N/A,9,4
1795,N/A,N/A,N/A,4,11,N/A,N/A,N/A,N/A,N/A,N/A,6,N/A,12,N/A,N/A,10,N/A,N/A,4
1796,N/A,5,N/A,N/A,N/A,N/A,5,2,N/A,N/A,N/A,7,N/A,8,N/A,N/A,6,N/A,N/A,4
1797,N/A,5,N/A,N/A,N/A,N/A,6,3,N/A,N/A,N/A,5,10,9,N/A,N/A,6,N/A,N/A,4
1798,N/A,5,N/A,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,10,10,N/A,6,6,N/A,N/A,4
1799,N/A,5,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A,6,11,5,N/A,6,6,N/A,11,4
1800,N/A,5,4,9,N/A,N/A,N/A,7,N/A,N/A,N/A,5,9,6,N/A,11,11,N/A,N/A,4
1801,N/A,5,N/A,N/A,6,N/A,10,N/A,N/A,N/A,N/A,6,8,10,N/A,8,6,N/A,N/A,4
1802,N/A,N/A,N/A,N/A,10,N/A,11,N/A,N/A,N/A,N/A,7,11,8,N/A,5,6,N/A,2,4
1803,N/A,N/A,N/A,N/A,7,N/A,12,10,N/A,N/A,N/A,5,9,8,N/A,8,10,N/A,N/A,4
1804,N/A,7,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,6,10,11,N/A,10,6,N/A,N/A,4
1805,N/A,5,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1,10,N/A,6,6,N/A,2,4
1806,N/A,7,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,N/A,12,N/A,6,6,N/A,9,4
1807,N/A,5,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,7,8,N/A,8,6,N/A,5,4
1808,N/A,5,N/A,5,N/A,N/A,N/A,7,N/A,N/A,N/A,5,11,8,N/A,6,6,N/A,N/A,4
1809,N/A,5,N/A,N/A,10,N/A,6,N/A,N/A,N/A,N/A,5,N/A,12,N/A,N/A,6,N/A,N/A,4
1810,N/A,N/A,N/A,7,4,N/A,N/A,N/A,N/A,N/A,N/A,6,N/A,5,N/A,N/A,10,N/A,N/A,4
1811,N/A,N/A,N/A,8,4,N/A,N/A,N/A,N/A,N/A,N/A,6,6,11,N/A,N/A,6,N/A,8,4
1812,N/A,5,N/A,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,N/A,10,N/A,N/A,8,N/A,7,4
1813,N/A,5,8,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,10,12,N/A,N/A,10,N/A,N/A,4
1814,N/A,5,N/A,N/A,N/A,N/A,11,6,N/A,N/A,N/A,6,11,11,N/A,N/A,6,N/A,N/A,4
1815,N/A,7,N/A,N/A,N/A,N/A,12,N/A,10,N/A,N/A,6,11,2,N/A,6,6,N/A,2,4
1816,N/A,5,N/A,N/A,N/A,N/A,1,N/A,5,N/A,N/A,5,8,11,N/A,6,6,N/A,N/A,4
1817,N/A,5,N/A,2,11,N/A,N/A,N/A,N/A,N/A,N/A,8,9,11,N/A,6,6,N/A,N/A,4
1818,N/A,N/A,N/A,N/A,9,N/A,3,N/A,N/A,N/A,N/A,N/A,9,7,N/A,6,6,N/A,N/A,4
1819,N/A,N/A,3,4,11,N/A,N/A,N/A,N/A,N/A,N/A,6,1,11,N/A,6,6,N/A,N/A,4
1820,N/A,7,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,8,11,N/A,8,9,N/A,N/A,4
1821,N/A,5,N/A,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,8,12,N/A,6,7,N/A,N/A,4
1822,N/A,5,N/A,N/A,N/A,N/A,7,N/A,N/A,N/A,N/A,6,10,10,N/A,6,9,N/A,N/A,4
1823,N/A,7,N/A,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,10,9,N/A,N/A,6,N/A,N/A,4
1824,N/A,7,N/A,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,9,7,N/A,N/A,6,N/A,N/A,4
1825,N/A,5,N/A,10,8,N/A,N/A,3,N/A,N/A,N/A,5,11,10,N/A,N/A,6,N/A,N/A,4
